Position (m),Velocity (m/s),Acceleration (m/s²),Time (s)
0.1899,-0.0052,0.017,461.85
0.1895,-0.0035,0.0346,461.9
0.1895,-0.0017,0.0172,461.95
0.1894,-0.0017,0.017,462
0.1894,-1.89E-05,0.0346,462.05
0.1894,0.0017,0.0172,462.1
0.1895,0.0017,0.017,462.15
0.1895,0.0034,0.0346,462.2
0.1899,0.0052,0.0174,462.25
0.1901,0.0052,2.66E-14,462.3
0.1904,0.0052,1.91E-04,462.35
0.1906,0.0052,-0.017,462.4
0.1909,0.0035,-0.0346,462.45
0.1909,0.0017,-0.017,462.5
0.1911,0.0018,-0.0342,462.55
0.1911,-0.0017,-0.052,462.6
0.1909,-0.0034,-0.0172,462.65
0.1907,-0.0034,-0.017,462.7
0.1906,-0.0051,-0.0346,462.75
0.1902,-0.0069,-0.0176,462.8
0.1899,-0.0069,0.0172,462.85
0.1895,-0.0052,0.0174,462.9
0.1894,-0.0052,-3.78E-04,462.95
0.189,-0.0052,0.0342,463
0.1889,-0.0017,0.052,463.05
0.1889,0,0.0172,463.1
0.1889,-1.89E-05,0.0168,463.15
0.1889,0.0017,0.0518,463.2
0.189,0.0052,0.0348,463.25
0.1894,0.0052,-3.80E-04,463.3
0.1895,0.0051,0.0344,463.35
0.1899,0.0086,0.035,463.4
0.1904,0.0086,-0.0172,463.45
0.1907,0.0069,-0.0172,463.5
0.1911,0.0069,-0.017,463.55
0.1914,0.0052,-0.0342,463.6
0.1916,0.0035,-0.0516,463.65
0.1918,1.92E-05,-0.0518,463.7
0.1916,-0.0017,-0.0342,463.75
0.1916,-0.0034,-0.0518,463.8
0.1913,-0.0069,-0.0348,463.85
0.1909,-0.0069,-3.91E-14,463.9
0.1906,-0.0069,1.90E-04,463.95
0.1902,-0.0069,-0.0172,464
0.1899,-0.0086,-0.0178,464.05
0.1894,-0.0086,0.0342,464.1
0.189,-0.0052,0.052,464.15
0.1889,-0.0034,0.017,464.2
0.1887,-0.0035,0.034,464.25
0.1885,-3.77E-05,0.0692,464.3
0.1887,0.0034,0.0346,464.35
0.1889,0.0034,0.017,464.4
0.189,0.0051,0.0346,464.45
0.1894,0.0069,0.0172,464.5
0.1897,0.0069,0.0172,464.55
0.1901,0.0086,0.0176,464.6
0.1906,0.0086,-0.017,464.65
0.1909,0.0069,-0.0344,464.7
0.1913,0.0052,-0.0344,464.75
0.1914,0.0035,-0.0342,464.8
0.1916,0.0018,-0.0516,464.85
0.1916,-0.0017,-0.0518,464.9
0.1914,-0.0034,-0.0344,464.95
0.1913,-0.0051,-0.0346,465
0.1909,-0.0069,-0.0174,465.05
0.1906,-0.0069,-1.90E-04,465.1
0.1902,-0.0069,0.0172,465.15
0.1899,-0.0052,0.0174,465.2
0.1897,-0.0052,-3.78E-04,465.25
0.1894,-0.0052,0.0344,465.3
0.1892,-0.0017,0.0346,465.35
0.1892,-0.0017,0.017,465.4
0.189,-1.89E-05,0.0344,465.45
0.1892,0.0017,0.0344,465.5
0.1892,0.0034,0.0346,465.55
0.1895,0.0052,0.0174,465.6
0.1897,0.0052,3.21E-14,465.65
0.1901,0.0052,2.10E-14,465.7
0.1902,0.0052,1.91E-04,465.75
0.1906,0.0052,-0.017,465.8
0.1907,0.0035,-0.0344,465.85
0.1909,0.0017,-0.0344,465.9
0.1909,1.91E-05,-0.0344,465.95
0.1909,-0.0017,-0.0346,466
0.1907,-0.0034,-0.0174,466.05
0.1906,-0.0034,1.90E-04,466.1
0.1904,-0.0034,-0.0172,466.15
0.1902,-0.0052,-0.0176,466.2
0.1899,-0.0052,0.0172,466.25
0.1897,-0.0034,0.0172,466.3
0.1895,-0.0035,0.017,466.35
0.1894,-0.0017,0.0346,466.4
0.1894,0,0.0172,466.45
0.1894,-1.89E-05,0.017,466.5
0.1894,0.0017,0.0346,466.55
0.1895,0.0034,0.0172,466.6
0.1897,0.0034,0.0172,466.65
0.1899,0.0052,0.0174,466.7
0.1902,0.0052,-3.21E-14,466.75
0.1904,0.0052,1.91E-04,466.8
0.1907,0.0052,-0.0172,466.85
0.1909,0.0034,-0.017,466.9
0.1911,0.0035,-0.0342,466.95
0.1913,1.91E-05,-0.052,467
0.1911,-0.0017,-0.017,467.05
0.1911,-0.0017,-0.0342,467.1
0.1909,-0.0051,-0.052,467.15
0.1906,-0.0069,-0.0174,467.2
0.1902,-0.0069,3.36E-14,467.25
0.1899,-0.0069,-1.89E-04,467.3
0.1895,-0.0069,0.017,467.35
0.1892,-0.0052,0.0346,467.4
0.189,-0.0034,0.0172,467.45
0.1889,-0.0035,0.0168,467.5
0.1887,-0.0018,0.0516,467.55
0.1887,0.0017,0.0518,467.6
0.1889,0.0034,0.0346,467.65
0.189,0.0052,0.0172,467.7
0.1894,0.0051,0.017,467.75
0.1895,0.0069,0.0348,467.8
0.1901,0.0086,1.89E-04,467.85
0.1904,0.0069,-0.0174,467.9
0.1907,0.0069,1.91E-04,467.95
0.1911,0.0069,-0.0168,468
0.1914,0.0052,-0.0516,468.05
0.1916,0.0017,-0.0518,468.1
0.1916,1.92E-05,-0.0344,468.15
0.1916,-0.0017,-0.0344,468.2
0.1914,-0.0034,-0.0342,468.25
0.1913,-0.0051,-0.0518,468.3
0.1909,-0.0086,-0.035,468.35
0.1904,-0.0086,0.0172,468.4
0.1901,-0.0069,0.0174,468.45
0.1897,-0.0069,3.91E-14,468.5
0.1894,-0.0069,-3.77E-04,468.55
0.189,-0.0069,0.0342,468.6
0.1887,-0.0035,0.0518,468.65
0.1887,-0.0017,0.0342,468.7
0.1885,-3.77E-05,0.0518,468.75
0.1887,0.0034,0.0346,468.8
0.1889,0.0034,0.017,468.85
0.189,0.0051,0.0346,468.9
0.1894,0.0069,0.0174,468.95
0.1897,0.0069,3.91E-14,469
0.1901,0.0069,-4.19E-14,469.05
0.1904,0.0069,1.91E-04,469.1
0.1907,0.0069,-0.017,469.15
0.1911,0.0052,-0.0344,469.2
0.1913,0.0035,-0.0342,469.25
0.1914,0.0018,-0.0516,469.3
0.1914,-0.0017,-0.0518,469.35
0.1913,-0.0034,-0.0344,469.4
0.1911,-0.0051,-0.0348,469.45
0.1908,-0.0069,-1.91E-04,469.5
0.1904,-0.0052,0.0176,469.55
0.1902,-0.0051,-0.0174,469.6
0.1899,-0.0069,-3.80E-04,469.65
0.1895,-0.0052,0.0344,469.7
0.1894,-0.0035,0.0344,469.75
0.1892,-0.0017,0.0346,469.8
0.1892,0,0.0172,469.85
0.1892,-1.89E-05,0.017,469.9
0.1892,0.0017,0.0346,469.95
0.1894,0.0034,0.0174,470
0.1895,0.0034,-1.90E-04,470.05
0.1897,0.0034,0.0172,470.1
0.1899,0.0052,0.0176,470.15
0.1902,0.0052,-0.0172,470.2
0.1904,0.0034,-0.0172,470.25
0.1906,0.0035,-0.017,470.3
0.1907,0.0017,-0.0344,470.35
0.1907,1.91E-05,-0.0344,470.4
0.1907,-0.0017,-0.0346,470.45
0.1906,-0.0034,-0.0174,470.5
0.1904,-0.0034,1.90E-04,470.55
0.1902,-0.0034,-0.0172,470.6
0.1901,-0.0052,-0.0176,470.65
0.1897,-0.0052,0.0172,470.7
0.1895,-0.0034,0.0172,470.75
0.1894,-0.0035,0.017,470.8
0.1892,-0.0017,0.0344,470.85
0.1892,-1.89E-05,0.0344,470.9
0.1892,0.0017,0.0346,470.95
0.1894,0.0034,0.0172,471
0.1895,0.0034,0.0172,471.05
0.1897,0.0052,0.0174,471.1
0.1901,0.0052,-1.91E-04,471.15
0.1902,0.0051,0.0174,471.2
0.1906,0.0069,5.72E-04,471.25
0.1909,0.0052,-0.0518,471.3
0.1911,0.0017,-0.0346,471.35
0.1911,0.0017,-0.0168,471.4
0.1913,3.82E-05,-0.0518,471.45
0.1911,-0.0034,-0.0346,471.5
0.1909,-0.0034,-0.017,471.55
0.1908,-0.0051,-0.0346,471.6
0.1904,-0.0069,-0.0174,471.65
0.1901,-0.0069,-1.89E-04,471.7
0.1897,-0.0069,0.0172,471.75
0.1894,-0.0052,0.0172,471.8
0.1892,-0.0052,0.017,471.85
0.1889,-0.0035,0.0346,471.9
0.1889,-0.0017,0.017,471.95
0.1887,-0.0018,0.0342,472
0.1887,0.0017,0.0518,472.05
0.1889,0.0034,0.0344,472.1
0.189,0.0051,0.0346,472.15
0.1894,0.0069,0.0172,472.2
0.1897,0.0069,0.0172,472.25
0.1901,0.0086,0.0176,472.3
0.1906,0.0086,-0.017,472.35
0.1909,0.0069,-0.0344,472.4
0.1913,0.0052,-0.0344,472.45
0.1914,0.0035,-0.0344,472.5
0.1916,0.0017,-0.0344,472.55
0.1916,1.92E-05,-0.0342,472.6
0.1916,-0.0017,-0.0516,472.65
0.1914,-0.0051,-0.052,472.7
0.1911,-0.0069,-0.0174,472.75
0.1908,-0.0069,1.90E-04,472.8
0.1904,-0.0069,-0.0172,472.85
0.1901,-0.0086,-0.0178,472.9
0.1895,-0.0086,0.0344,472.95
0.1892,-0.0052,0.0346,473
0.189,-0.0052,0.0168,473.05
0.1887,-0.0035,0.0518,473.1
0.1887,0,0.0346,473.15
0.1887,-1.89E-05,0.0168,473.2
0.1887,0.0017,0.0516,473.25
0.1889,0.0051,0.0522,473.3
0.1892,0.0069,1.89E-04,473.35
0.1895,0.0052,-0.0178,473.4
0.1897,0.0051,0.0344,473.45
0.1901,0.0086,0.0352,473.5
0.1906,0.0086,-0.0342,473.55
0.1909,0.0052,-0.0518,473.6
0.1911,0.0035,-0.0344,473.65
0.1913,0.0017,-0.0344,473.7
0.1913,1.91E-05,-0.0344,473.75
0.1913,-0.0017,-0.0344,473.8
0.1911,-0.0034,-0.0344,473.85
0.1909,-0.0051,-0.0348,473.9
0.1906,-0.0069,-1.91E-04,473.95
0.1902,-0.0052,0.0174,474
0.1901,-0.0052,-1.90E-04,474.05
0.1897,-0.0052,0.0172,474.1
0.1895,-0.0034,0.0172,474.15
0.1894,-0.0035,0.017,474.2
0.1892,-0.0017,0.0344,474.25
0.1892,-1.89E-05,0.0344,474.3
0.1892,0.0017,0.0346,474.35
0.1894,0.0034,0.0174,474.4
0.1895,0.0034,-1.90E-04,474.45
0.1897,0.0034,0.0172,474.5
0.1899,0.0052,0.0176,474.55
0.1902,0.0052,-0.0172,474.6
0.1904,0.0034,-0.0174,474.65
0.1906,0.0034,3.82E-04,474.7
0.1907,0.0035,-0.0342,474.75
0.1909,1.91E-05,-0.052,474.8
0.1907,-0.0017,-0.0172,474.85
0.1907,-0.0017,-0.0172,474.9
0.1906,-0.0034,-0.0172,474.95
0.1904,-0.0034,-0.0172,475
0.1902,-0.0052,-0.0176,475.05
0.1899,-0.0052,0.0172,475.1
0.1897,-0.0034,0.0172,475.15
0.1895,-0.0035,0.017,475.2
0.1894,-0.0017,0.0346,475.25
0.1894,0,0.0172,475.3
0.1894,-1.89E-05,0.017,475.35
0.1894,0.0017,0.0346,475.4
0.1895,0.0034,0.0172,475.45
0.1897,0.0034,0.017,475.5
0.1899,0.0051,0.0348,475.55
0.1902,0.0069,1.90E-04,475.6
0.1906,0.0052,-0.0174,475.65
0.1907,0.0052,3.83E-04,475.7
0.1911,0.0052,-0.0342,475.75
0.1913,0.0017,-0.052,475.8
0.1913,0,-0.0172,475.85
0.1913,1.91E-05,-0.0168,475.9
0.1913,-0.0017,-0.0516,475.95
0.1911,-0.0051,-0.052,476
0.1908,-0.0069,-0.0174,476.05
0.1904,-0.0069,5.55E-15,476.1
0.1901,-0.0069,-1.89E-04,476.15
0.1897,-0.0069,0.0172,476.2
0.1894,-0.0052,0.0174,476.25
0.1892,-0.0052,-3.77E-04,476.3
0.1889,-0.0052,0.034,476.35
0.1887,-0.0018,0.0692,476.4
0.1887,0.0017,0.0346,476.45
0.1889,0.0017,0.017,476.5
0.1889,0.0034,0.0346,476.55
0.1892,0.0052,0.017,476.6
0.1894,0.0051,0.0344,476.65
0.1897,0.0086,0.035,476.7
0.1902,0.0086,-0.0172,476.75
0.1906,0.0069,-0.0172,476.8
0.1909,0.0069,-0.017,476.85
0.1913,0.0052,-0.0344,476.9
0.1914,0.0035,-0.0344,476.95
0.1916,0.0017,-0.0344,477
0.1916,1.92E-05,-0.0342,477.05
0.1916,-0.0017,-0.0516,477.1
0.1914,-0.0051,-0.052,477.15
0.1911,-0.0069,-0.0174,477.2
0.1908,-0.0069,4.47E-14,477.25
0.1904,-0.0069,4.47E-14,477.3
0.1901,-0.0069,-2.78E-15,477.35
0.1897,-0.0069,-1.89E-04,477.4
0.1894,-0.0069,0.017,477.45
0.189,-0.0052,0.0344,477.5
0.1889,-0.0035,0.0342,477.55
0.1887,-0.0018,0.0516,477.6
0.1887,0.0017,0.052,477.65
0.1889,0.0034,0.0172,477.7
0.189,0.0034,0.017,477.75
0.1892,0.0051,0.0346,477.8
0.1895,0.0069,0.0174,477.85
0.1899,0.0069,0,477.9
0.1902,0.0069,1.91E-04,477.95
0.1906,0.0069,-0.0168,478
0.1909,0.0052,-0.0518,478.05
0.1911,0.0017,-0.0346,478.1
0.1911,0.0017,-0.0168,478.15
0.1913,3.82E-05,-0.0518,478.2
0.1911,-0.0034,-0.0348,478.25
0.1909,-0.0034,1.91E-04,478.3
0.1907,-0.0034,-0.017,478.35
0.1906,-0.0051,-0.0348,478.4
0.1902,-0.0069,-3.80E-04,478.45
0.1899,-0.0052,0.0346,478.5
0.1897,-0.0034,0.0172,478.55
0.1895,-0.0035,0.017,478.6
0.1894,-0.0017,0.0346,478.65
0.1894,0,0.0172,478.7
0.1894,-1.89E-05,0.017,478.75
0.1894,0.0017,0.0346,478.8
0.1895,0.0034,0.0174,478.85
0.1897,0.0034,-1.96E-14,478.9
0.1899,0.0034,1.96E-14,478.95
0.1901,0.0034,1.12E-14,479
0.1902,0.0034,-2.23E-14,479.05
0.1904,0.0034,1.91E-04,479.1
0.1906,0.0035,-0.017,479.15
0.1907,0.0017,-0.0344,479.2
0.1907,1.91E-05,-0.0344,479.25
0.1907,-0.0017,-0.0346,479.3
0.1906,-0.0034,-0.0172,479.35
0.1904,-0.0034,-0.0172,479.4
0.1902,-0.0052,-0.0176,479.45
0.1899,-0.0052,0.0172,479.5
0.1897,-0.0034,0.0174,479.55
0.1895,-0.0034,-1.89E-04,479.6
0.1894,-0.0035,0.017,479.65
0.1892,-0.0017,0.0344,479.7
0.1892,-1.89E-05,0.0346,479.75
0.1892,0.0017,0.0172,479.8
0.1894,0.0017,0.017,479.85
0.1894,0.0034,0.0346,479.9
0.1897,0.0052,0.0172,479.95
0.1899,0.0051,0.0174,480
0.1902,0.0069,1.90E-04,480.05
0.1906,0.0052,-0.0174,480.1
0.1907,0.0052,1.91E-04,480.15
0.1911,0.0052,-0.0168,480.2
0.1913,0.0035,-0.0514,480.25
0.1914,3.83E-05,-0.0694,480.3
0.1913,-0.0035,-0.0174,480.35
0.1911,-0.0017,5.73E-04,480.4
0.1911,-0.0034,-0.0518,480.45
0.1908,-0.0069,-0.0348,480.5
0.1904,-0.0069,4.47E-14,480.55
0.1901,-0.0069,-2.78E-15,480.6
0.1897,-0.0069,-1.89E-04,480.65
0.1894,-0.0069,0.017,480.7
0.189,-0.0052,0.0344,480.75
0.1889,-0.0035,0.0342,480.8
0.1887,-0.0018,0.0516,480.85
0.1887,0.0017,0.052,480.9
0.1889,0.0034,0.0172,480.95
0.189,0.0034,0.017,481
0.1892,0.0051,0.0346,481.05
0.1895,0.0069,0.0174,481.1
0.1899,0.0069,-1.91E-04,481.15
0.1902,0.0069,0.0174,481.2
0.1906,0.0086,3.81E-04,481.25
0.1911,0.0069,-0.0346,481.3
0.1913,0.0052,-0.017,481.35
0.1916,0.0052,-0.034,481.4
0.1918,0.0018,-0.069,481.45
0.1918,-0.0017,-0.052,481.5
0.1916,-0.0034,-0.0172,481.55
0.1914,-0.0034,-0.0168,481.6
0.1913,-0.0051,-0.0518,481.65
0.1909,-0.0086,-0.035,481.7
0.1904,-0.0086,0.0172,481.75
0.1901,-0.0069,0.0174,481.8
0.1897,-0.0069,-1.89E-04,481.85
0.1894,-0.0069,0.0168,481.9
0.189,-0.0052,0.0516,481.95
0.1889,-0.0017,0.052,482
0.1889,0,0.017,482.05
0.1889,-3.78E-05,0.0342,482.1
0.1889,0.0034,0.0522,482.15
0.1892,0.0052,-6.84E-07,482.2
0.1894,0.0034,-3.79E-04,482.25
0.1895,0.0051,0.0346,482.3
0.1899,0.0069,0.0176,482.35
0.1902,0.0069,-0.0172,482.4
0.1906,0.0052,-0.0172,482.45
0.1907,0.0052,-0.0168,482.5
0.1911,0.0035,-0.0518,482.55
0.1911,0,-0.0346,482.6
0.1911,1.91E-05,-0.0168,482.65
0.1911,-0.0017,-0.0518,482.7
0.1909,-0.0052,-0.035,482.75
0.1906,-0.0052,0.0174,482.8
0.1904,-0.0034,1.91E-04,482.85
0.1902,-0.0052,-0.0176,482.9
0.1899,-0.0052,0.0172,482.95
0.1897,-0.0034,0.0172,483
0.1895,-0.0035,0.017,483.05
0.1894,-0.0017,0.0344,483.1
0.1894,-1.89E-05,0.0346,483.15
0.1894,0.0017,0.0174,483.2
0.1895,0.0017,-3.79E-04,483.25
0.1895,0.0017,0.0344,483.3
0.1897,0.0052,0.035,483.35
0.1901,0.0052,-0.0172,483.4
0.1902,0.0034,-0.0174,483.45
0.1904,0.0034,1.91E-04,483.5
0.1906,0.0035,-0.017,483.55
0.1907,0.0017,-0.0346,483.6
0.1907,0,-0.0172,483.65
0.1907,1.91E-05,-0.017,483.7
0.1907,-0.0017,-0.0344,483.75
0.1906,-0.0034,-0.0346,483.8
0.1904,-0.0052,-0.0176,483.85
0.1901,-0.0052,0.0172,483.9
0.1899,-0.0034,0.0174,483.95
0.1897,-0.0034,-1.96E-14,484
0.1895,-0.0034,-1.89E-04,484.05
0.1894,-0.0035,0.017,484.1
0.1892,-0.0017,0.0344,484.15
0.1892,-1.89E-05,0.0344,484.2
0.1892,0.0017,0.0346,484.25
0.1894,0.0034,0.0172,484.3
0.1895,0.0034,0.017,484.35
0.1897,0.0051,0.0348,484.4
0.1901,0.0069,1.90E-04,484.45
0.1904,0.0052,-0.0174,484.5
0.1906,0.0052,1.91E-04,484.55
0.1909,0.0052,-0.0172,484.6
0.1911,0.0034,-0.017,484.65
0.1913,0.0035,-0.034,484.7
0.1914,3.83E-05,-0.0692,484.75
0.1913,-0.0034,-0.0348,484.8
0.1911,-0.0034,1.91E-04,484.85
0.1909,-0.0034,-0.0168,484.9
0.1908,-0.0051,-0.052,484.95
0.1904,-0.0086,-0.0178,485
0.1899,-0.0069,0.0348,485.05
0.1897,-0.0051,1.38E-06,485.1
0.1894,-0.0069,-5.68E-04,485.15
0.189,-0.0052,0.0518,485.2
0.1889,-0.0017,0.0348,485.25
0.1889,-0.0017,-5.66E-04,485.3
0.1887,-0.0018,0.0514,485.35
0.1887,0.0034,0.0694,485.4
0.189,0.0052,0.0172,485.45
0.1892,0.0051,0.0172,485.5
0.1895,0.0069,0.0174,485.55
0.1899,0.0069,0,485.6
0.1902,0.0069,-2.78E-15,485.65
0.1906,0.0069,1.91E-04,485.7
0.1909,0.0069,-0.017,485.75
0.1913,0.0052,-0.0344,485.8
0.1914,0.0035,-0.0344,485.85
0.1916,0.0017,-0.0342,485.9
0.1916,3.83E-05,-0.0516,485.95
0.1916,-0.0034,-0.052,486
0.1913,-0.0052,-0.0172,486.05
0.1911,-0.0051,-0.0172,486.1
0.1908,-0.0069,-0.0174,486.15
0.1904,-0.0069,-3.36E-14,486.2
0.1901,-0.0069,-1.89E-04,486.25
0.1897,-0.0069,0.017,486.3
0.1894,-0.0052,0.0344,486.35
0.1892,-0.0035,0.0344,486.4
0.189,-0.0017,0.0346,486.45
0.189,0,0.0172,486.5
0.189,-1.89E-05,0.0168,486.55
0.189,0.0017,0.0518,486.6
0.1892,0.0052,0.0348,486.65
0.1895,0.0052,-1.90E-04,486.7
0.1897,0.0051,0.0174,486.75
0.1901,0.0069,3.80E-04,486.8
0.1904,0.0052,-0.0346,486.85
0.1906,0.0034,-0.0174,486.9
0.1907,0.0034,3.82E-04,486.95
0.1909,0.0035,-0.0342,487
0.1911,1.91E-05,-0.052,487.05
0.1909,-0.0017,-0.0172,487.1
0.1909,-0.0017,-0.017,487.15
0.1907,-0.0034,-0.0346,487.2
0.1906,-0.0052,-0.0176,487.25
0.1902,-0.0052,0.0174,487.3
0.1901,-0.0034,1.04E-06,487.35
0.1899,-0.0052,-5.69E-04,487.4
0.1895,-0.0035,0.052,487.45
0.1895,1.90E-05,0.0176,487.5
0.1895,-0.0017,-0.0178,487.55
0.1894,-0.0018,0.0342,487.6
0.1894,0.0017,0.052,487.65
0.1895,0.0034,0.0174,487.7
0.1897,0.0034,-1.90E-04,487.75
0.1899,0.0034,0.0172,487.8
0.1901,0.0052,0.0176,487.85
0.1904,0.0052,-0.0172,487.9
0.1906,0.0034,-0.0172,487.95
0.1907,0.0035,-0.0168,488
0.1909,0.0018,-0.0518,488.05
0.1909,-0.0017,-0.0348,488.1
0.1907,-0.0017,3.81E-04,488.15
0.1907,-0.0017,-0.0344,488.2
0.1906,-0.0052,-0.035,488.25
0.1902,-0.0052,0.0172,488.3
0.1901,-0.0034,0.0176,488.35
0.1899,-0.0034,-0.0174,488.4
0.1897,-0.0052,-3.79E-04,488.45
0.1894,-0.0035,0.0346,488.5
0.1894,-0.0017,0.0172,488.55
0.1892,-0.0017,0.017,488.6
0.1892,-1.89E-05,0.0342,488.65
0.1892,0.0017,0.0518,488.7
0.1894,0.0052,0.0348,488.75
0.1897,0.0052,-1.90E-04,488.8
0.1899,0.0051,0.0174,488.85
0.1902,0.0069,1.90E-04,488.9
0.1906,0.0052,-0.0174,488.95
0.1907,0.0052,1.91E-04,489
0.1911,0.0052,-0.017,489.05
0.1913,0.0035,-0.0344,489.1
0.1914,0.0017,-0.0344,489.15
0.1914,1.91E-05,-0.0342,489.2
0.1914,-0.0017,-0.0516,489.25
0.1913,-0.0051,-0.052,489.3
0.1909,-0.0069,-0.0174,489.35
0.1906,-0.0069,3.91E-14,489.4
0.1902,-0.0069,-1.90E-04,489.45
0.1899,-0.0069,0.0172,489.5
0.1895,-0.0052,0.0174,489.55
0.1894,-0.0052,-1.89E-04,489.6
0.189,-0.0052,0.0168,489.65
0.1889,-0.0035,0.0516,489.7
0.1887,-1.89E-05,0.052,489.75
0.1889,0.0017,0.017,489.8
0.1889,0.0017,0.0344,489.85
0.189,0.0052,0.0348,489.9
0.1894,0.0052,-1.90E-04,489.95
0.1895,0.0051,0.017,490
0.1899,0.0069,0.0348,490.05
0.1902,0.0086,3.80E-04,490.1
0.1907,0.0069,-0.0346,490.15
0.1909,0.0052,-0.017,490.2
0.1913,0.0052,-0.0342,490.25
0.1914,0.0017,-0.0518,490.3
0.1914,1.91E-05,-0.0344,490.35
0.1914,-0.0017,-0.0346,490.4
0.1913,-0.0034,-0.0172,490.45
0.1911,-0.0034,-0.017,490.5
0.1909,-0.0051,-0.0346,490.55
0.1906,-0.0069,-0.0174,490.6
0.1902,-0.0069,-1.90E-04,490.65
0.1899,-0.0069,0.017,490.7
0.1895,-0.0052,0.0346,490.75
0.1894,-0.0034,0.0172,490.8
0.1892,-0.0035,0.017,490.85
0.189,-0.0017,0.0344,490.9
0.189,-1.89E-05,0.0344,490.95
0.189,0.0017,0.0346,491
0.1892,0.0034,0.0172,491.05
0.1894,0.0034,0.0172,491.1
0.1895,0.0052,0.0174,491.15
0.1899,0.0052,2.66E-14,491.2
0.1901,0.0052,1.91E-04,491.25
0.1904,0.0052,-0.0172,491.3
0.1906,0.0034,-0.0172,491.35
0.1907,0.0035,-0.017,491.4
0.1909,0.0017,-0.0344,491.45
0.1909,1.91E-05,-0.0344,491.5
0.1909,-0.0017,-0.0346,491.55
0.1907,-0.0034,-0.0174,491.6
0.1906,-0.0034,2.78E-15,491.65
0.1904,-0.0034,-1.68E-14,491.7
0.1902,-0.0034,-2.23E-14,491.75
0.1901,-0.0034,1.68E-14,491.8
0.1899,-0.0034,-1.90E-04,491.85
0.1897,-0.0035,0.017,491.9
0.1895,-0.0017,0.0346,491.95
0.1895,0,0.0172,492
0.1895,-1.90E-05,0.017,492.05
0.1895,0.0017,0.0346,492.1
0.1897,0.0034,0.0174,492.15
0.1899,0.0034,0,492.2
0.1901,0.0034,1.12E-14,492.25
0.1902,0.0034,1.68E-14,492.3
0.1904,0.0034,1.91E-04,492.35
0.1906,0.0035,-0.017,492.4
0.1907,0.0017,-0.0346,492.45
0.1907,0,-0.0172,492.5
0.1907,1.91E-05,-0.0168,492.55
0.1907,-0.0017,-0.0518,492.6
0.1906,-0.0052,-0.035,492.65
0.1902,-0.0052,0.0174,492.7
0.1901,-0.0034,1.91E-04,492.75
0.1899,-0.0052,-0.0176,492.8
0.1895,-0.0052,0.0172,492.85
0.1894,-0.0034,0.0172,492.9
0.1892,-0.0035,0.017,492.95
0.189,-0.0017,0.0344,493
0.189,-1.89E-05,0.0344,493.05
0.189,0.0017,0.0346,493.1
0.1892,0.0034,0.0172,493.15
0.1894,0.0034,0.0172,493.2
0.1895,0.0052,0.0174,493.25
0.1899,0.0052,-1.90E-04,493.3
0.1901,0.0051,0.0174,493.35
0.1904,0.0069,1.90E-04,493.4
0.1907,0.0052,-0.0172,493.45
0.1909,0.0052,-0.0168,493.5
0.1913,0.0035,-0.0518,493.55
0.1913,0,-0.0346,493.6
0.1913,1.91E-05,-0.0168,493.65
0.1913,-0.0017,-0.0516,493.7
0.1911,-0.0051,-0.052,493.75
0.1908,-0.0069,-0.0174,493.8
0.1904,-0.0069,4.47E-14,493.85
0.1901,-0.0069,-1.89E-04,493.9
0.1897,-0.0069,0.0172,493.95
0.1894,-0.0052,0.0174,494
0.1892,-0.0052,-3.77E-04,494.05
0.1889,-0.0052,0.0342,494.1
0.1887,-0.0017,0.0518,494.15
0.1887,-1.89E-05,0.0344,494.2
0.1887,0.0017,0.0346,494.25
0.1889,0.0034,0.0172,494.3
0.189,0.0034,0.017,494.35
0.1892,0.0051,0.0346,494.4
0.1895,0.0069,0.0174,494.45
0.1899,0.0069,3.91E-14,494.5
0.1902,0.0069,3.63E-14,494.55
0.1906,0.0069,1.91E-04,494.6
0.1909,0.0069,-0.0168,494.65
0.1913,0.0052,-0.0516,494.7
0.1914,0.0017,-0.0518,494.75
0.1914,1.91E-05,-0.0344,494.8
0.1914,-0.0017,-0.0344,494.85
0.1913,-0.0034,-0.0344,494.9
0.1911,-0.0051,-0.0346,494.95
0.1908,-0.0069,-0.0174,495
0.1904,-0.0069,-1.90E-04,495.05
0.1901,-0.0069,0.0172,495.1
0.1897,-0.0052,0.0172,495.15
0.1895,-0.0052,0.017,495.2
0.1892,-0.0035,0.0346,495.25
0.1892,-0.0017,0.0172,495.3
0.189,-0.0017,0.017,495.35
0.189,-1.89E-05,0.0344,495.4
0.189,0.0017,0.0346,495.45
0.1892,0.0034,0.0172,495.5
0.1894,0.0034,0.0172,495.55
0.1895,0.0052,0.0174,495.6
0.1899,0.0052,-2.78E-15,495.65
0.1901,0.0052,1.91E-04,495.7
0.1904,0.0052,-0.017,495.75
0.1906,0.0035,-0.0344,495.8
0.1907,0.0017,-0.0346,495.85
0.1907,0,-0.0172,495.9
0.1907,1.91E-05,-0.0172,495.95
0.1907,-0.0017,-0.0172,496
0.1906,-0.0017,-0.017,496.05
0.1906,-0.0034,-0.0348,496.1
0.1902,-0.0052,-1.91E-04,496.15
0.1901,-0.0034,0.0174,496.2
0.1899,-0.0034,-1.90E-04,496.25
0.1897,-0.0035,0.017,496.3
0.1895,-0.0017,0.0346,496.35
0.1895,0,0.0172,496.4
0.1895,-1.90E-05,0.0172,496.45
0.1895,0.0017,0.0174,496.5
0.1897,0.0017,-3.80E-04,496.55
0.1897,0.0017,0.0344,496.6
